ORGANIZATION,CITY,STATE,AWARDS,FUNDING,YEAR
"AIRLIFT ENVIRONMENTAL, LLC",LINCOLN,NE,1,106840,2013
"AKINA, INC.",WEST LAFAYETTE,IN,1,325813,2013
"AKONNI BIOSYSTEMS, INC.",FREDERICK,MD,1,399504,2013
"AKTIV-DRY, LLC",BOULDER,CO,1,447532,2013
ALABAMA FIRE COLLEGE,TUSCALOOSA,AL,1,586820,2013
ALABAMA STATE UNIVERSITY,MONTGOMERY,AL,2,361468,2013
"ALAFAIR BIOSCIENCES, INC.",AUSTIN,TX,1,408513,2013
ALASKA COMMUNITY ACTION ON TOXICS (ACAT),ANCHORAGE,AK,1,456745,2013
ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ANCHORAGE,AK,2,264777,2013
ALBANY COLLEGE OF PHARMACY,ALBANY,NY,5,1480415,2013
ALBANY MEDICAL COLLEGE,ALBANY,NY,31,9438615,2013
"ALBANY MOLECULAR RESEARCH, INC.",ALBANY,NY,1,4471578,2013
"ALBANY RESEARCH INSTITUTE, INC.",ALBANY,NY,1,262504,2013
ALBANY STATE UNIVERSITY,ALBANY,GA,3,1455640,2013
ALBERT EINSTEIN COLLEGE OF MEDICINE,BRONX,NY,341,156074356,2013
ALBERT EINSTEIN HEALTHCARE NETWORK,PHILADELPHIA,PA,8,2644330,2013
ALBUS IMAGING LLC,Lewisville,NC,1,299724,2013
ALCHEM LABORATORIES CORPORATION,ALACHUA,FL,2,1154859,2013
ALCORN STATE UNIVERSITY,ALCORN STATE,MS,1,227013,2013
"ALDERON BIOSCIENCES, INC.",Beaufort,NC,1,137329,2013
"ALERE WELLBEING, INC.",SEATTLE,WA,2,871572,2013
"ALEXANDER BIODISCOVERIES, LLC",CHARLOTTESVILLE,VA,1,1000000,2013
ALFRED I. DU PONT HOSP FOR CHILDREN,WILMINGTON,DE,5,3124082,2013
"ALGOMEDIX, INC.",MILL CREEK,WA,1,313424,2013
"ALGORITHMRX, LLC",NORTH CHESTERFIELD,VA,1,199723,2013
"ALGYNOMICS, INC.",CHAPEL HILL,NC,1,320758,2013
ALLEGHENY-SINGER RESEARCH INSTITUTE,PITTSBURGH,PA,4,1398571,2013
ALLELE BIOTECHNOLOGY AND PHARMACEUTICALS,SAN DIEGO,CA,1,199939,2013
ALLEN INSTITUTE FOR BRAIN SCIENCE,SEATTLE,WA,4,1524129,2013
ALLEN/LOEB ASSOCIATES,SAN FRANCISCO,CA,1,349700,2013
"ALLIED INNOVATIVE SYSTEMS, LLC",HILLSBOROUGH,NJ,2,605479,2013
ALLINA HEALTH SYSTEM,MINNEAPOLIS,MN,1,609424,2013
"ALLOSTEROS THERAPEUTICS, INC.",SUNNYVALE,CA,1,257692,2013
"ALLTRANZ, INC.",LEXINGTON,KY,1,230144,2013
"ALLVIVO VASCULAR, INC.",LAKE FOREST,CA,1,959773,2013
"ALPS SOUTH, LLC",SAINT PETERSBURG,FL,1,150007,2013
"ALS BIOPHARMA, LLC",DOYLESTOWN,PA,1,286284,2013
ALTAMED HEALTH SERVICES CORPORATION,LOS ANGELES,CA,1,29760,2013
"ALTEC, INC.",BOSTON,MA,2,743386,2013
ALTOR BIOSCIENCE CORPORATION,MIRAMAR,FL,1,1062358,2013
"ALTRAVAX, INC.",FARGO,ND,4,1449935,2013
ALZHEIMER'S DRUG DISCOVERY FOUNDATION,NEW YORK,NY,1,62000,2013
"AM BIOTECHNOLOGIES, LLC",HOUSTON,TX,2,749846,2013
"AMAR INTERNATIONAL, INC.",RESTON,VA,1,399854,2013
"AMBERGEN, INC",WATERTOWN,MA,3,1135459,2013
"AMBRYX BIOTECHNOLOGY, INC.",RIVERSIDE,CA,1,217059,2013
AMERICAN ACADEMY OF ADDICTION PSYCHIATRY,EAST PROVIDENCE,RI,1,25000,2013
"AMERICAN ACADEMY OF AUDIOLOGY, INC.",RESTON,VA,1,31200,2013
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,ROSEMONT,IL,1,15000,2013
AMERICAN ACADEMY OF PEDIATRICS,ELK GROVE VILLAGE,IL,1,372653,2013
AMERICAN ACADEMY-CHILD/ADOLESCENT PSYCH,WASHINGTON,DC,1,1253134,2013
"AMERICAN AGING ASSOCIATION, INC.",CLEVELAND,OH,1,46990,2013
AMERICAN ASSOCIATION FOR CANCER RESEARCH,PHILADELPHIA,PA,7,1164630,2013
AMERICAN ASSOCIATION FOR DENTAL RESEARCH,ALEXANDRIA,VA,1,50000,2013
"AMERICAN CANCER SOCIETY, INC.",ATLANTA,GA,1,274522,2013
AMERICAN COCHLEAR IMPLANT ALLIANCE FDN,MCLEAN,VA,1,40000,2013
AMERICAN COLLEGE OF MEDICAL GENETICS,BETHESDA,MD,1,2540405,2013
AMERICAN COLLEGE OF RADIOLOGY,RESTON,VA,6,23605494,2013
AMERICAN COLLEGE OF RHEUMATOLOGY,ATLANTA,GA,2,83000,2013
AMERICAN DENTAL ASSOCIATION FOUNDATION,CHICAGO,IL,1,449747,2013
AMERICAN GASTROENTEROLOGICAL ASSN/INST,BETHESDA,MD,1,143252,2013
AMERICAN HEART ASSOCIATION,DALLAS,TX,1,3925277,2013
AMERICAN INSTITUTES FOR RESEARCH,WASHINGTON,DC,5,1541490,2013
AMERICAN LEGACY FOUNDATION,WASHINGTON,DC,4,1149067,2013
AMERICAN PAIN SOCIETY,GLENVIEW,IL,2,60000,2013
AMERICAN PHYSICIANS SCIENTISTS ASSN,Deerfield,IL,1,65705,2013
AMERICAN PHYSIOLOGICAL SOCIETY,BETHESDA,MD,3,354899,2013
AMERICAN PSYCHIATRIC FOUNDATION,ARLINGTON,VA,2,91889,2013
AMERICAN PSYCHOLOGICAL ASSOCIATION,WASHINGTON,DC,1,281811,2013
AMERICAN PSYCHOSOMATIC SOCIETY (APS),MC LEAN,VA,1,15000,2013
AMERICAN SOCIETY FOR BONE & MINERAL RES,WASHINGTON,DC,1,40000,2013
AMERICAN SOCIETY FOR MICROBIOLOGY,WASHINGTON,DC,4,854800,2013
AMERICAN SOCIETY FOR NANOMEDICINE I,ASHBURN,VA,1,25000,2013
AMERICAN SOCIETY FOR NEUROCHEMISTRY,WINDERMERE,FL,1,27000,2013
AMERICAN SOCIETY OF ADDICTION MEDICINE,CHEVY CHASE,MD,1,24600,2013
AMERICAN SOCIETY OF ANDROLOGY,SCHAUMBURG,IL,2,104854,2013
AMERICAN SOCIETY OF GENE & CELL THERAPY,MILWAUKEE,WI,1,10000,2013
AMERICAN SOCIETY OF HEMATOLOGY,WASHINGTON,DC,2,328658,2013
AMERICAN SOCIETY OF HUMAN GENETICS,BETHESDA,MD,1,30772,2013
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",WASHINGTON,DC,5,48500,2013
AMERICAN SOCIETY/INVESTIGATIVE PATHOLOGY,BETHESDA,MD,1,15000,2013
AMERICAN SOCIETY/PARENT & ENTERAL NUTRIT,SILVER SPRING,MD,1,5000,2013
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,ROCKVILLE,MD,2,214636,2013
"AMERICAN STEM CELL, INC.",CARLSBAD,CA,1,335440,2013
AMERICAN TYPE CULTURE COLLECTION,MANASSAS,VA,9,16655042,2013
AMERICAN UNIVERSITY,WASHINGTON,DC,8,1927843,2013
AMERICAN UROLOGICAL ASSOCIATION,LINTHICUM,MD,2,19000,2013
"AMPLYX PHARMACEUTICALS, INC.",SAN DIEGO,CA,5,1581107,2013
"AMPRION, INC.",HOUSTON,TX,1,502343,2013
ANASYS INSTRUMENTS CORPORATION,SANTA BARBARA,CA,1,151627,2013
"ANATOMYWORKS, LLC",Baltimore,MD,1,148400,2013
"ANCERA, LLC",NEW HAVEN,CT,1,149949,2013
"ANCORA PHARMACEUTICALS, INC.",MEDFORD,MA,1,299248,2013
ANDROSCIENCE CORPORATION,SAN DIEGO,CA,1,1,2013
"ANGEL MEDICAL SYSTEMS, INC.",SHREWSBURY,NJ,1,580665,2013
"ANGIOMICS, INC.",Louisville,KY,1,99509,2013
ANGION BIOMEDICA CORPORATION,Uniondale,NY,5,3292168,2013
ANTAYA SCIENCE AND TECHNOLOGY,HAMPTON,NH,1,203840,2013
"ANTEANA THERAPEUTICS, INC.",SAN DIEGO,CA,1,132661,2013
"ANTIOP, INC.",LEXINGTON,KY,1,1000000,2013
"APDM, INC.",PORTLAND,OR,3,1040326,2013
"APEX THERAPEUTICS, INC.",INDIANAPOLIS,IN,1,240322,2013
"APK ADVANCED MEDICAL TECHNOLOGIES, INC.",ATLANTA,GA,1,525746,2013
"APOCELL, INC.",HOUSTON,TX,1,999750,2013
APOGEE BIOTECHNOLOGY CORPORATION,Hummelstown,PA,1,300000,2013
"APPLIED BEHAVIORAL RESEARCH, LLC",New Haven,CT,1,475982,2013
"APPLIED BIOMATHEMATICS, INC.",SETAUKET,NY,1,236124,2013
APPLIED BIOTECHNOLOGY INSTITUTE,SAN LUIS OBISPO,CA,1,911830,2013
APPLIED GENETIC TECHNOLOGIES CORPORATION,ALACHUA,FL,1,154045,2013
"APPLIED INTEGRIN SCIENCES, INC.",LOS ANGELES,CA,2,458779,2013
"APPLIED NANOTECH, INC.",AUSTIN,TX,1,175056,2013
APPLIED SCIENTIFIC RESEARCH,IRVINE,CA,1,75344,2013
"APT THERAPEUTICS, INC.",SAINT LOUIS,MO,2,866114,2013
ARADIGM CORPORATION,HAYWARD,CA,2,617592,2013
ARBOR RESEARCH COLLABORATIVE FOR HEALTH,ANN ARBOR,MI,5,1447738,2013
"ARBOR ULTRASOUND TECHNOLOGIES, LLC",YPSILANTI,MI,1,198831,2013
ARBOR VITA CORPORATION,FREMONT,CA,2,1055891,2013
"ARCADIA BIOSCIENCES, INC.",PHOENIX,AZ,1,689501,2013
"ARCHIEMD, INC.",BOCA RATON,FL,2,930394,2013
"ARCHIMAGE, INC.",HOUSTON,TX,1,747891,2013
"ARGOS THERAPEUTICS, INC.",DURHAM,NC,1,5415284,2013
"ARIDIS PHARMACEUTICALS, LLC",SAN JOSE,CA,2,5784673,2013
ARIETIS,Boston,MA,2,1290070,2013
"ARISAN THERAPEUTICS, INC.",SAN DIEGO,CA,1,300000,2013
"ARISAPH PHARMACEUTICALS, INC.",BOSTON,MA,2,379862,2013
"ARISTON MEDICAL , INC.",San Antonio,TX,1,150000,2013
"ARIZONA CANCER THERAPEUTICS, LLC",TUCSON,AZ,1,300000,2013
ARIZONA SCIENCE CENTER,PHOENIX,AZ,1,192341,2013
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,TEMPE,AZ,116,41341038,2013
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,10,4040531,2013
ARKANSAS STATE UNIVERSITY,STATE UNIVERSITY,AR,1,191760,2013
ARLENE FINK ASSOCIATES,PACIFIC PALISADES,CA,1,149041,2013
"ARMAGEN TECHNOLOGIES, INC.",Calabasas,CA,3,1454138,2013
"ARONORA, LLC",PORTLAND,OR,3,2227894,2013
"ARSERVICES, LTD",LORTON,VA,1,672842,2013
"ARTANN LABORATORIES, INC.",TRENTON,NJ,4,2538886,2013
"ARUNA BIOMEDICAL, INC.",ATHENS,GA,2,600170,2013
ASIAN PACIFIC PARTNERS/EMPOWER/ADV/LDSHP,OAKLAND,CA,1,313281,2013
ASSESSMENTS ILLUSTRATED,Allison Park,PA,1,420558,2013
ASSN FOR THE STUDY & DEVE OF COMMUNITY,GAITHERSBURG,MD,1,149952,2013
ASSN/MEDICAL EDUC & RES IN SUBS ABUSE,Cranston,RI,1,46500,2013
ASSOCIATION FOR RES IN VISION & OPHTHAL,ROCKVILLE,MD,1,99999,2013
ASSOCIATION OF AMERICAN MEDICAL COLLEGES,WASHINGTON,DC,1,1084986,2013
ASSOCIATION OF SUBSPECIALTY PROFESSORS,ALEXANDRIA,VA,1,71807,2013
ASSOCIATION/ASIAN PACIFIC CMTY HLTH ORGS,OAKLAND,CA,1,316159,2013
"ASTHMA MANAGEMENT SYSTEMS, LLC",NEWARK,DE,1,197026,2013
"ASTRAEA THERAPEUTICS, LLC",Mountain View,CA,2,1000209,2013
"ASURAGEN, INC.",AUSTIN,TX,3,1697810,2013
"ATHERSYS, INC.",CLEVELAND,OH,2,1289795,2013
"ATLANTIC HEALTH SYSTEM, INC.",MORRISTOWN,NJ,2,578281,2013
AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,7,2210427,2013
"AURA BIOSCIENCES, INC.",CAMBRIDGE,MA,1,198141,2013
"AURITEC PHARMACEUTICALS, INC.",SANTA MONICA,CA,4,2089688,2013
"AURORA HEALTH CARE, INC.",MILWAUKEE,WI,1,478698,2013
"AUST DEVELOPMENT, LLC",MOUNTAIN VIEW,CA,1,201492,2013
"AVALANCHE BIOTECHNOLOGIES, INC.",REDWOOD CITY,CA,1,248555,2013
"AVANSCI BIO, LLC",SALT LAKE CITY,UT,1,597513,2013
"AVANTGEN, INC.",SAN DIEGO,CA,2,424944,2013
"AVATAR MEDICAL, LLC",BROOKLYN,NY,1,999641,2013
"AVAXIA BIOLOGICS, INC.",Lexington,MA,1,560010,2013
"AVIA BIOSYSTEMS, LLC",EAST FALMOUTH,MA,1,600912,2013
AVIDBIOTICS CORPORATION,SOUTH SAN FRANCISCO,CA,2,616078,2013
"AVIDITY NANOMEDICINES, LLC",LOS ANGELES,CA,1,200000,2013
"AVIV BIOMEDICAL, INC.",LAKEWOOD,NJ,1,165920,2013
"AXERION THERAPEUTICS, INC.",BRANFORD,CT,2,425953,2013
"AXIOMX, INC.",BRANFORD,CT,1,334656,2013
"AXION BIOSYSTEMS, LLC",ATLANTA,GA,1,769587,2013
AXIOS BIOSCIENCES,CAMBRIDGE,MA,1,288695,2013
"AYER AND KURIS RESEARCH ENGINEERING, INC",BOSTON,MA,1,193312,2013
"AZEVAN PHARMACEUTICALS, INC.",BETHLEHEM,PA,1,598813,2013
AZUSA PACIFIC UNIVERSITY,AZUSA,CA,2,206074,2013
"AZYP, LLC",ARLINGTON,TX,1,490424,2013
"BACKYARD BRAINS, INC.",West Bloomfield,MI,1,599521,2013
"BAKER-CALLING, INC.",ANN ARBOR,MI,1,540669,2013
"BALANCE THERAPEUTICS, INC.",HILLBOROUGH,CA,1,785948,2013
BALL STATE UNIVERSITY,MUNCIE,IN,2,695697,2013
BANNER ALZHEIMER'S INSTITUTE,PHOENIX,AZ,1,33260235,2013
BANNER HEALTH,PHOENIX,AZ,3,868553,2013
BANNER SUN HEALTH RESEARCH INSTITUTE,SUN CITY,AZ,3,3167757,2013
BARNARD COLLEGE,NEW YORK,NY,3,850615,2013
BARNES-JEWISH HOSPITAL,SAINT LOUIS,MO,1,143154,2013
"BARRON ASSOCIATES, INC.",CHARLOTTESVILLE,VA,6,1722655,2013
BARRY UNIVERSITY,MIAMI SHORES,FL,2,227739,2013
"BASE PAIR BIOTECHNOLOGIES, INC.",HOUSTON,TX,1,199565,2013
BASTYR UNIVERSITY,KENMORE,WA,5,1486578,2013
BATES COLLEGE,LEWISTON,ME,2,719044,2013
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,COLUMBUS,OH,37,33760570,2013
BATTELLE PACIFIC NORTHWEST LABORATORIES,RICHLAND,WA,16,12649489,2013
"BAUER LABS, LLC",FLORENCE,OR,1,200000,2013
BAY AREA TUMOR INSTITUTE,OAKLAND,CA,1,486165,2013
"BAYESSOFT, INC.",DAVIS,CA,1,616928,2013
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,438,185954665,2013
BAYLOR RESEARCH INSTITUTE,DALLAS,TX,14,11481069,2013
BAYLOR UNIVERSITY,WACO,TX,1,266013,2013
"BAYOUCLINIC, INC.",BAYOU LA BATRE,AL,1,1500000,2013
BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,6,1227196,2013
"BCR DIAGNOSTICS, INC.",PHOENIX,AZ,1,145637,2013
"BEHAVIOR THERAPY ASSOCIATES, LLP",ALBUQUERQUE,NM,2,363192,2013
"BEHAVIORAL DIAGNOSTICS, INC.",IOWA CITY,IA,1,167918,2013
"BELLBROOK LABS, LLC",MADISON,WI,1,194007,2013
"BELLICUM PHARMACEUTICALS, INC.",HOUSTON,TX,1,361644,2013
BENAROYA RESEARCH INST AT VIRGINIA MASON,SEATTLE,WA,30,18744020,2013
"BERKELEY ANALYTICS, INC.",BERKELEY,CA,1,542313,2013
BERNARD M. BARUCH COLLEGE,NEW YORK,NY,1,74755,2013
"BEST MEDICAL INTERNATIONAL, INC.",SPRINGFIELD,VA,1,140000,2013
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,267,118785811,2013
BETH ISRAEL MEDICAL CTR (NEW YORK),NEW YORK,NY,2,823502,2013
"BEXION PHARMACEUTICALS, INC.",Covington,KY,1,960270,2013
"BEZENWA BIOMEDICAL ENGINEERING, LLC",MEQUON,WI,1,149128,2013
BIOCHEMANALYSIS CORPORATION,CHICAGO,IL,1,301159,2013
"BIOCREDE, INC.",ANN ARBOR,MI,2,368098,2013
"BIOCRYST PHARMACEUTICALS, INC.",DURHAM,NC,1,4996104,2013
"BIODEL, INC.",DANBURY,CT,2,584770,2013
"BIODEPTRONIX, LLC",CHAPEL HILL,NC,1,145179,2013
"BIODISCOVERY, LLC",ANN ARBOR,MI,1,611577,2013
BIOELECTROMED CORPORATION,BURLINGAME,CA,1,1141554,2013
"BIOFIRE DIAGNOSTICS, INC.",SALT LAKE CITY,UT,2,1733555,2013
"BIOFLUIDICA MICROTECHNOLOGIES, LLC",Chapel Hill,NC,1,999873,2013
BIOHELIX CORPORATION,BEVERLY,MA,1,300000,2013
BIOINVENU CORPORATION,EAST HANOVER,NJ,1,278688,2013
"BIOLEAP, LLC",Pennington,NJ,1,216678,2013
"BIOLOGICAL ANTI-INFECTIVE MEDICINES, LLC",BETHESDA,MD,1,288362,2013
BIOLOGICAL SCIENCES CURRICULUM STUDY,COLORADO SPRINGS,CO,1,176736,2013
"BIOLOGICS RESOURCES, LLC",GERMANTOWN,MD,1,890499,2013
"BIOMARCK PHARMACEUTICALS, LTD",DURHAM,NC,1,1000000,2013
"BIOMARKER STRATEGIES, LLC",Rockville,MD,1,1498569,2013
BIOMEDICA MANAGEMENT CORPORATION,BROOKLYN,NY,1,1012644,2013
BIOMEDICAL ACOUSTICS RESEARCH COMPANY,EVANSTON,IL,1,136443,2013
BIOMEDICAL ENGINEERING SOCIETY,LANDOVER,MD,1,10000,2013
BIOMEDICAL RESEARCH FDN/CENTRAL ARKANSAS,LITTLE ROCK,AR,1,258603,2013
BIOMEDICAL RESEARCH INSTITUTE OF NEW MEX,ALBUQUERQUE,NM,2,584037,2013
"BIOMEDICAL RESEARCH MODELS, INC.",WORCESTER,MA,2,446168,2013
BIOMEDWARE,ANN ARBOR,MI,3,578047,2013
"BIONEX PHARMACEUTICALS, LLC",EAST BRUNSWICK,NJ,1,164502,2013
BIOO SCIENTIFIC CORPORATION,AUSTIN,TX,2,454498,2013
"BIOPAL, INC",WORCESTER,MA,2,682125,2013
"BIOPEPTIDES, INC.",EAST SETAUKET,NY,1,300000,2013
BIOPHYSICAL SOCIETY,Rockville,MD,2,254788,2013
BIOPICO,Irvine,CA,1,249586,2013
"BIOPTIGEN, INC.",DURHAM,NC,2,1326400,2013
"BIOQUAL, INC.",ROCKVILLE,MD,2,23105,2013
BIOREALM,MONUMENT,CO,1,1000000,2013
BIORELIANCE CORPORATION,ROCKVILLE,MD,1,311554,2013
"BIOSENSE TECHNOLOGIES, INC.",WOBURN,MA,1,613119,2013
"BIOSENSICS, LLC",Cambridge,MA,3,844800,2013
"BIOSENSING INSTRUMENT, INC.",TEMPE,AZ,1,350000,2013
"BIOSENTINEL, LLC",DEL MAR,CA,1,345570,2013
BIO-SIGNAL GROUP CORPORATION,NEW YORK,NY,1,345053,2013
"BIOSPEECH, INC.",LAKE OSWEGO,OR,1,234295,2013
"BIOSPYDER TECHNOLOGIES, INC.",RANCHO SANTA FE,CA,2,487008,2013
"BIOSTRATEGIES, LC",STATE UNIVERSITY,AR,1,285783,2013
"BIOSTRUXS, LLC",WESTLAKE VILLAGE,CA,1,497155,2013
BIOSURFACES,ASHLAND,MA,1,490704,2013
"BIOTEX, INC.",HOUSTON,TX,2,511789,2013
"BIOTHERAPEUTICS, INC.",BLACKSBURG,VA,2,336621,2013
"BIOTHERYX, INC.",CHAPPAQUA,NY,1,289518,2013
"BIOTIME, INC.",ALAMEDA,CA,1,285423,2013
"BIOVIDRIA, INC.",TUCSON,AZ,1,100000,2013
BLACKROCK MICROSYSTEMS,SALT LAKE CITY,UT,2,700000,2013
BLENDERHOUSE,PITTSBURGH,PA,1,150000,2013
BLOOD SYSTEMS RESEARCH INSTITUTE,SAN FRANCISCO,CA,9,11044343,2013
"BLOODCENTER OF WISCONSIN, INC.",MILWAUKEE,WI,10,8595803,2013
"BLUE MARBLE REHABILITATION, INC.",LOS ANGELES,CA,1,192382,2013
"BLUE SKY DESIGNS, INC.",MINNEAPOLIS,MN,1,395167,2013
BLUEFIELD STATE COLLEGE,BLUEFIELD,WV,1,107245,2013
"BLUEGRASS ADVANCED MATERIALS, LLC",LEXINGTON,KY,1,217689,2013
"BLUESUN, INC.",COLORADO SPRINGS,CO,1,51204,2013
"BODIMOJO, INC",MILTON,MA,1,510794,2013
BOISE STATE UNIVERSITY,BOISE,ID,2,421238,2013
"BOLDER BIOTECHNOLOGY, INC.",BOULDER,CO,2,1488794,2013
BOSTON COLLEGE,CHESTNUT HILL,MA,26,8118525,2013
BOSTON MEDICAL CENTER,BOSTON,MA,83,34357978,2013
BOSTON MICROMACHINES CORPORATION,Cambridge,MA,1,550268,2013
BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),BOSTON,MA,122,45230769,2013
BOSTON UNIVERSITY MEDICAL CAMPUS,BOSTON,MA,240,107762256,2013
"BOULDER NONLINEAR SYSTEMS, INC.",LAFAYETTE,CO,2,321434,2013
BOWDOIN COLLEGE,BRUNSWICK,ME,1,402129,2013
BOWLING GREEN STATE UNIVERSITY,BOWLING GREEN,OH,8,2041737,2013
BOYCE THOMPSON INST FOR PLANT RESEARCH,ITHACA,NY,3,724381,2013
BRAIN BIO,ROCKVILLE,MD,1,237684,2013
"BRAIN PLASTICITY, INC.",SAN FRANCISCO,CA,1,918744,2013
"BRAINSYMPHONICS, LLC",NEW BERLIN,WI,1,598020,2013
BRANDEIS UNIVERSITY,WALTHAM,MA,85,25846230,2013
BRENTWOOD BIOMEDICAL RESEARCH INSTITUTE,LOS ANGELES,CA,17,4057452,2013
"BRIDGE 12 TECHNOLOGIES, INC.",Framingham,MA,3,662055,2013
BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,576,315919592,2013
BRIGHAM YOUNG UNIVERSITY,PROVO,UT,8,2315969,2013
BRIGHT CLOUD INTERNATIONAL CORPORATION,HIGHLAND PARK,NJ,1,616293,2013
BRIGHTOUTCOME INC.,BUFFALO GROVE,IL,2,618344,2013
"BRIO DEVICE, LLC",ANN ARBOR,MI,1,244710,2013
"BRITEBIO, INC.",RESEARCH TRIANGLE PARK,NC,1,248998,2013
"BROAD INSTITUTE, INC.",CAMBRIDGE,MA,57,98855705,2013
"BRONX-LEBANON HOSP CTR (BRONX, NY)",NEW YORK,NY,1,604491,2013
BROOKHAVEN SCIENCE ASSOC-BROOKHAVEN LAB,UPTON,NY,4,3349782,2013
BROOKLYN COLLEGE,NEW YORK,NY,19,4412612,2013
BROWN UNIVERSITY,PROVIDENCE,RI,165,56210561,2013
BUCK INSTITUTE FOR RESEARCH ON AGING,NOVATO,CA,34,10473643,2013
"BUFFALO BIOLABS, LLC",BUFFALO,NY,1,179664,2013
BUFFALO STATE COLLEGE,BUFFALO,NY,2,397758,2013
"BUTLER HOSPITAL (PROVIDENCE, RI)",PROVIDENCE,RI,27,8906347,2013
BUTLER UNIVERSITY,INDIANAPOLIS,IN,1,29175,2013
"C/J MEDIA, INC.",EUGENE,OR,1,143650,2013
"CADUCEUS WIRELESS, INC.",GROTON,MA,1,295543,2013
"CAERUS MOLECULAR DIAGNOSTICS, INC.",LOS ALTOS,CA,1,251300,2013
"CAKTUS CONSULTING GROUP, LLC",CARRBORO,NC,1,150000,2013
CALANCE CORPORATION,MONROE,NJ,1,259015,2013
"CALDERA PHARMACEUTICALS, INC.",LOS ALAMOS,NM,1,1000000,2013
"CALIFIA BIO, INC.",SAN DIEGO,CA,1,566811,2013
"CALIFORNIA FAMILY HEALTH COUNCIL, INC.",LOS ANGELES,CA,2,946790,2013
CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,126,59559501,2013
CALIFORNIA PACIFIC MED CTR RES INSTITUTE,SAN FRANCISCO,CA,15,10012814,2013
CALIFORNIA POLY STATE U SAN LUIS OBISPO,SAN LUIS OBISPO,CA,4,2013329,2013
CALIFORNIA RURAL INDIAN HEALTH BOARD,SACRAMENTO,CA,1,126390,2013
CALIFORNIA STATE POLY U POMONA,POMONA,CA,3,406807,2013
CALIFORNIA STATE UNIV SAN BERNARDINO,SAN BERNARDINO,CA,7,1754004,2013
CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,CARSON,CA,2,513866,2013
CALIFORNIA STATE UNIVERSITY FRESNO,FRESNO,CA,1,100167,2013
CALIFORNIA STATE UNIVERSITY FULLERTON,FULLERTON,CA,12,2895311,2013
CALIFORNIA STATE UNIVERSITY LONG BEACH,LONG BEACH,CA,20,3803393,2013
CALIFORNIA STATE UNIVERSITY LOS ANGELES,LOS ANGELES,CA,11,3922856,2013
CALIFORNIA STATE UNIVERSITY NORTHRIDGE,NORTHRIDGE,CA,21,4243269,2013
CALIFORNIA STATE UNIVERSITY SACRAMENTO,SACRAMENTO,CA,1,265997,2013
CALIFORNIA STATE UNIVERSITY SAN MARCOS,SAN MARCOS,CA,12,2434018,2013
"CALISTA THERAPEUTICS, INC.",LINCOLN,RI,1,224993,2013
CALVIN COLLEGE,GRAND RAPIDS,MI,1,375870,2013
CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,3,1408534,2013
"CANCER GENETICS, INC.",Rutherford,NJ,1,296877,2013
CANCER PREVENTION INSTIT OF CALIFORNIA,FREMONT,CA,7,4362038,2013
"CAPITAL TECHNOLOGY INFORMATION SERVICES,",ROCKVILLE,MD,2,8064441,2013
"CAPRICOR, INC.",WEST HOLLYWOOD,CA,1,999912,2013
"CAPTOZYME, LLC",GAINESVILLE,FL,1,704911,2013
"CARE TEAM SOLUTIONS, LLC",Lexington,KY,2,354194,2013
"CARIBOU BIOSCIENCES, INC.",BERKELEY,CA,1,158902,2013
"CARING TECHNOLOGIES, INC.",BOISE,ID,2,1043910,2013
CARL T. HAYDEN MEDICAL RESEARCH FDN,PHOENIX,AZ,1,594871,2013
CARLE FOUNDATION,URBANA,IL,1,828213,2013
"CARMOT THERAPEUTICS, INC.",SAN FRANCISCO,CA,2,1206511,2013
"CARNEGIE INSTITUTION OF WASHINGTON, D.C.",WASHINGTON,DC,16,4238812,2013
CARNEGIE-MELLON UNIVERSITY,PITTSBURGH,PA,65,20956398,2013
CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,5,4119613,2013
CASE WESTERN RESERVE UNIVERSITY,CLEVELAND,OH,385,173162699,2013
"CASSIA, LLC",DEL MAR,CA,1,300000,2013
CATHOLIC UNIVERSITY OF AMERICA,WASHINGTON,DC,4,1646129,2013
"CDI BIOSCIENCE, INC.",MADISON,WI,1,346684,2013
"CDM GROUP, INC.",BETHESDA,MD,2,2070185,2013
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,71,27956249,2013
"CELDARA MEDICAL, LLC",LEBANON,NH,3,3105914,2013
"CELL AND TISSUE SYSTEMS, INC.",NORTH CHARLESTON,SC,2,537567,2013
